Room No,Name,Roll No,Status
101,Rohit Patel,B23CS4200,occupied
102,,,available
103,,,available
104,,,available
105,Anjali Verma,B23CS4204,occupied
106,Shreya Verma,B23CS4205,occupied
107,Rahul Verma,B23CS4206,occupied
108,,,available
109,Rahul Iyer,B23CS4208,occupied
110,,,available
111,Aman Mehta,B23CS4210,occupied
112,Arjun Singh,B23CS4211,occupied
113,,,available
114,,,available
115,,,available
116,Shreya Gupta,B23CS4215,occupied
117,,,available
118,Priya Singh,B23CS4217,occupied
119,Arjun Saxena,B23CS4218,occupied
120,Aarav Iyer,B23CS4219,occupied
121,Priya Menon,B23CS4220,occupied
122,,,available
123,Sakshi Yadav,B23CS4222,occupied
124,,,available
125,Aarav Saxena,B23CS4224,occupied
126,,,available
127,Sakshi Yadav,B23CS4226,occupied
128,Kiran Nair,B23CS4227,occupied
129,Divya Chopra,B23CS4228,occupied
130,Riya Kapoor,B23CS4229,occupied
131,Sneha Das,B23CS4230,occupied
132,Nisha Das,B23CS4231,occupied
133,,,available
134,Priya Aggarwal,B23CS4233,occupied
135,,,available
136,Riya Menon,B23CS4235,occupied
137,Ishaan Gupta,B23CS4236,occupied
138,,,available
139,,,available
140,Priya Mehta,B23CS4239,occupied
141,,,available
142,,,available
143,,,available
144,,,available
145,Aarav Mehta,B23CS4244,occupied
146,Aarav Iyer,B23CS4245,occupied
147,Aman Patel,B23CS4246,occupied
148,Arjun Das,B23CS4247,occupied
149,,,available
150,,,available
151,,,available
152,,,available
153,,,available
154,Riya Aggarwal,B23CS4253,occupied
155,Nisha Patel,B23CS4254,occupied
156,,,available
157,,,available
158,Arjun Kapoor,B23CS4257,occupied
159,,,available
160,,,available
161,Aman Sharma,B23CS4260,occupied
162,,,available
163,,,available
164,,,available
165,,,available
166,,,available
167,Ishaan Mehta,B23CS4266,occupied
168,Kiran Saxena,B23CS4267,occupied
169,Aman Das,B23CS4268,occupied
170,,,available
171,,,available
172,Divya Nair,B23CS4271,occupied
173,,,available
174,Arjun Jain,B23CS4273,occupied
175,Aman Yadav,B23CS4274,occupied
176,,,available
177,,,available
178,,,available
179,,,available
180,Riya Sharma,B23CS4279,occupied
181,,,available
182,,,available
183,Shreya Gupta,B23CS4282,occupied
184,Rohit Patel,B23CS4283,occupied
185,,,available
186,Rohan Das,B23CS4285,occupied
187,Riya Jain,B23CS4286,occupied
188,Priya Nambiar,B23CS4287,occupied
189,,,available
190,Ravi Reddy,B23CS4289,occupied
191,Divya Reddy,B23CS4290,occupied
192,,,available
193,Kiran Reddy,B23CS4292,occupied
194,,,available
195,Ishaan Patel,B23CS4294,occupied
196,Nisha Kapoor,B23CS4295,occupied
197,,,available
198,,,available
199,,,available
200,Ravi Gupta,B23CS4299,occupied
201,Anjali Nair,B23CS4300,occupied
202,,,available
203,Riya Mehta,B23CS4302,occupied
204,Aarav Singh,B23CS4303,occupied
205,,,available
206,,,available
207,Kabir Iyer,B23CS4306,occupied
208,,,available
209,Nisha Jain,B23CS4308,occupied
210,,,available
211,Vikram Nambiar,B23CS4310,occupied
212,Rohit Singh,B23CS4311,occupied
213,,,available
214,,,available
215,,,available
216,Rahul Kapoor,B23CS4315,occupied
217,,,available
218,Kabir Aggarwal,B23CS4317,occupied
219,,,available
220,,,available
221,,,available
222,,,available
223,Kiran Mehta,B23CS4322,occupied
224,,,available
225,Sakshi Das,B23CS4324,occupied
226,,,available
227,,,available
228,Vikram Chopra,B23CS4327,occupied
229,Kabir Verma,B23CS4328,occupied
230,Sneha Singh,B23CS4329,occupied
231,Sneha Das,B23CS4330,occupied
232,,,available
233,,,available
234,,,available
235,,,available
236,,,available
237,Shreya Patel,B23CS4336,occupied
238,,,available
239,Nisha Jain,B23CS4338,occupied
240,Shreya Jain,B23CS4339,occupied
241,Aarav Reddy,B23CS4340,occupied
242,Rohit Jain,B23CS4341,occupied
243,Rohan Patel,B23CS4342,occupied
244,,,available
245,,,available
246,,,available
247,Vikram Mehta,B23CS4346,occupied
248,Meera Gupta,B23CS4347,occupied
249,,,available
250,,,available
251,Meera Thakur,B23CS4350,occupied
252,,,available
253,Kiran Kumar,B23CS4352,occupied
254,Kabir Sharma,B23CS4353,occupied
255,,,available
256,Meera Nambiar,B23CS4355,occupied
257,,,available
258,,,available
259,,,available
260,Sakshi Gupta,B23CS4359,occupied
261,,,available
262,Aman Kapoor,B23CS4361,occupied
263,,,available
264,,,available
265,Sakshi Verma,B23CS4364,occupied
266,,,available
267,,,available
268,Rohit Singh,B23CS4367,occupied
269,,,available
270,,,available
271,,,available
272,Rahul Sharma,B23CS4371,occupied
273,Rahul Verma,B23CS4372,occupied
274,,,available
275,,,available
276,Meera Singh,B23CS4375,occupied
277,Nisha Gupta,B23CS4376,occupied
278,Priya Sharma,B23CS4377,occupied
279,,,available
280,,,available
281,,,available
282,Nisha Verma,B23CS4381,occupied
283,Divya Patel,B23CS4382,occupied
284,Nisha Verma,B23CS4383,occupied
285,,,available
286,,,available
287,Sakshi Aggarwal,B23CS4386,occupied
288,Divya Nair,B23CS4387,occupied
289,,,available
290,Meera Thakur,B23CS4389,occupied
291,Kiran Kumar,B23CS4390,occupied
292,Rohan Patel,B23CS4391,occupied
293,Arjun Menon,B23CS4392,occupied
294,,,available
295,Rohit Chopra,B23CS4394,occupied
296,,,available
297,Anjali Iyer,B23CS4396,occupied
298,,,available
299,Kiran Patel,B23CS4398,occupied
300,Sneha Kapoor,B23CS4399,occupied
